City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
280,Srednekolymsk,96,RU,1604776162,91,67.45,153.68,-5.37,8.86
281,Sūsangerd,0,IR,1604776163,57,31.56,48.18,78.8,6.93
282,Elliot,0,ZA,1604776163,32,-31.33,27.85,66.97,11.34
283,Pavino,21,RU,1604776163,93,59.11,46.14,33.62,7.34
284,Peleduy,100,RU,1604776163,91,59.63,112.74,2.97,4.16
285,Mahrīz,20,IR,1604776163,11,31.59,54.43,62.6,6.93
286,Ponta Delgada,20,PT,1604776164,67,37.73,-25.67,60.8,10.29
287,Aripuanã,89,BR,1604776164,38,-9.17,-60.63,95.99,3.74
288,Anchorage,90,US,1604776067,85,61.22,-149.9,23.0,5.82
289,Shache,0,CN,1604776164,80,38.42,77.24,34.18,3.56
290,Butembo,99,CD,1604776164,100,0.15,29.28,59.63,1.19
291,Charlottetown,90,CA,1604775939,57,46.24,-63.13,50.0,12.75
292,Hazorasp,0,UZ,1604776164,71,41.32,61.07,53.6,6.93
293,Roald,75,NO,1604776165,93,62.58,6.13,45.0,3.36
294,Yulara,97,AU,1604776165,14,-25.24,130.99,75.2,8.05
295,Andover,39,GB,1604776165,87,51.21,-1.48,53.6,9.17
296,Mataram,40,ID,1604776165,83,-8.58,116.12,77.0,2.24
297,Nahrin,93,AF,1604776165,44,36.06,69.13,50.95,3.62
298,Tuatapere,55,NZ,1604776165,71,-46.13,167.68,46.99,10.0
299,Les Cayes,100,HT,1604776165,80,18.2,-73.75,80.87,11.68
300,Khiri Mat,51,TH,1604776165,89,16.83,99.8,73.9,3.36
301,Somerset,1,US,1604776165,36,40.57,-74.55,75.99,4.7
302,Saint-Philippe,75,RE,1604776166,78,-21.36,55.77,73.4,16.11
303,João Pinheiro,81,BR,1604776166,45,-17.74,-46.17,85.66,0.81
304,Kisangani,71,CD,1604776166,93,0.52,25.2,71.08,1.5
305,Mareeba,40,AU,1604776166,78,-17.0,145.43,77.0,4.7
306,Ritchie,0,ZA,1604776166,38,-29.04,24.6,73.4,9.17
307,Mubi,0,NG,1604776167,31,10.27,13.26,77.92,3.38
308,Kavieng,26,PG,1604776167,70,-2.57,150.8,82.31,8.7
309,Vila Franca do Campo,20,PT,1604776167,67,37.72,-25.43,60.8,10.29
310,Jiaozuo,0,CN,1604776167,34,35.24,113.23,54.19,3.44
311,Atuona,88,PF,1604776167,73,-9.8,-139.03,77.61,15.93
312,Santa Maria,0,BR,1604776167,40,-29.68,-53.81,87.8,9.17
313,Hobyo,5,SO,1604776167,77,5.35,48.53,79.84,10.89
314,Kiryat Gat,86,IL,1604776167,72,31.61,34.76,69.01,5.06
315,Yar-Sale,97,RU,1604776168,99,66.83,70.83,29.17,3.06
316,Hearst,100,CA,1604776168,94,49.68,-83.67,33.8,4.7
317,Ji’an,75,CN,1604776168,56,27.12,114.98,63.14,8.1
318,Andenes,100,NO,1604776168,69,69.31,16.12,37.4,32.21
319,Padang,100,ID,1604776168,81,-0.95,100.35,77.23,3.78
320,Mūlki,20,IN,1604776168,83,13.1,74.8,80.6,4.5
321,Alexandria,40,EG,1604776168,88,31.22,29.96,64.4,3.36
322,Ladário,0,BR,1604776157,17,-19.0,-57.6,104.0,3.36
323,La Ronge,100,CA,1604776162,85,55.1,-105.28,19.4,6.93
324,The Pas,90,CA,1604775941,85,53.83,-101.25,23.0,4.7
325,Golspie,21,GB,1604776169,95,57.97,-3.98,45.0,4.61
326,Sidi Ali,0,DZ,1604776169,68,36.1,0.42,65.26,2.89
327,Abong Mbang,71,CM,1604776169,82,3.98,13.18,70.56,1.59
328,Dhanwār,0,IN,1604776170,47,24.42,85.98,64.45,4.54
329,Shingū,100,JP,1604776170,90,33.73,135.98,63.37,3.65
330,Pleasanton,90,US,1604775966,62,37.66,-121.87,59.0,4.7
331,Dakar,0,SN,1604776170,62,14.69,-17.44,86.0,9.17
332,Talcahuano,0,CL,1604775898,59,-36.72,-73.12,66.2,19.46
333,Kaitangata,100,NZ,1604776171,75,-46.28,169.85,46.99,4.0
334,Olafsvik,85,IS,1604776171,69,64.89,-23.71,41.09,28.95
335,Udachny,0,RU,1604776171,91,66.42,112.4,-2.2,4.47
336,Liverpool,95,GB,1604775897,93,53.41,-2.98,51.01,5.82
337,Kisanga,3,TZ,1604776171,74,-7.44,37.7,78.28,7.67
338,Pevek,100,RU,1604776171,97,69.7,170.31,17.46,2.89
339,Kumul,73,CN,1604776171,75,42.8,93.45,35.4,2.57
340,Opuwo,0,NA,1604776172,26,-18.06,13.84,74.19,10.4
341,Hāflong,0,IN,1604776172,86,25.18,93.03,63.64,1.99
342,Kruisfontein,0,ZA,1604776172,76,-34.0,24.73,63.0,1.01
343,Sakai,90,JP,1604776172,88,34.58,135.47,66.2,16.11
344,Muscat,75,OM,1604776130,69,23.61,58.59,80.6,9.17
345,Longonjo,100,AO,1604776172,45,-12.91,15.25,74.71,1.92
346,Māngrol,0,IN,1604776173,54,21.12,70.12,79.93,2.44
347,Auki,0,SB,1604776173,85,-8.77,160.7,77.36,4.27
348,Nevşehir,0,TR,1604776173,61,38.92,34.67,48.2,11.41
349,Tabuk,100,PH,1604776173,92,17.42,121.44,72.79,3.83
350,Honiara,20,SB,1604776173,94,-9.43,159.95,73.4,2.24
351,Belmonte,40,BR,1604776173,78,-15.86,-38.88,80.6,12.75
352,Yangi Marg`ilon,99,UZ,1604776174,60,40.43,71.72,50.0,3.89
353,Torbay,75,CA,1604776174,87,47.67,-52.73,51.01,29.97
354,Nabire,100,ID,1604776174,87,-3.37,135.48,76.78,2.73
355,Ulaangom,0,MN,1604776174,94,49.98,92.07,24.93,1.68
356,Jiuquan,51,CN,1604776174,66,39.74,98.52,32.38,1.95
357,Anloga,75,GH,1604776174,74,5.79,0.9,78.8,4.7
358,Mogadishu,97,SO,1604776122,79,2.04,45.34,80.4,7.25
359,Vinh Long,20,VN,1604776175,100,10.25,105.97,78.8,1.12
360,Ciudad Bolivar,69,VE,1604776175,56,8.12,-63.55,90.03,3.36
361,Yatou,0,CN,1604776175,51,37.15,122.38,49.39,18.59
362,Sandwick,100,GB,1604776175,100,60.0,-1.25,42.8,4.79
363,Rong Kwang,27,TH,1604776175,91,18.34,100.32,71.11,2.1
364,Na Klang,9,TH,1604776175,81,17.31,102.19,71.37,1.5
365,Itacoatiara,43,BR,1604776129,45,-3.14,-58.44,94.19,3.49
366,Manokwari,96,ID,1604776176,74,-0.87,134.08,79.77,3.96
367,Umm Kaddadah,0,SD,1604776176,20,13.6,26.69,78.85,12.33
368,Saint-Augustin,0,CA,1604776076,80,51.23,-58.65,34.34,19.17
369,Turukhansk,100,RU,1604776176,97,65.82,87.98,17.85,18.7
370,Alofi,14,NU,1604776176,78,-19.06,-169.92,75.2,11.41
371,Waingapu,100,ID,1604776176,71,-9.66,120.26,80.17,0.65
372,Laguna,1,US,1604776176,54,38.42,-121.42,59.0,2.91
373,Acarí,61,PE,1604776155,56,-15.43,-74.62,71.08,8.75
374,Toktogul,100,KG,1604776177,37,41.87,72.94,51.21,1.52
375,Onalaska,1,US,1604776177,56,43.88,-91.24,71.6,17.22
376,Birao,100,CF,1604776177,31,10.28,22.79,79.09,3.31
377,Empório,90,GR,1604776177,66,40.48,21.55,48.2,8.05
378,San Quintín,0,MX,1604776178,49,30.48,-115.95,65.44,16.73
379,Tirlyanskiy,100,RU,1604776178,93,54.21,58.58,33.22,2.17
380,Ben Gardane,0,TN,1604776178,67,33.14,11.22,69.17,8.01
381,Kysyl-Syr,80,RU,1604776178,90,63.9,122.76,-9.78,4.27
382,Normandin,100,CA,1604776178,64,48.83,-72.53,39.2,6.93
383,Carauari,93,BR,1604776179,54,-4.88,-66.9,90.5,2.51
384,Dhandhuka,0,IN,1604776025,29,22.37,71.98,78.76,5.66
385,Carutapera,4,BR,1604776179,61,-1.2,-46.02,86.97,12.86
386,Beisfjord,75,NO,1604776179,86,68.38,17.6,33.8,20.8
387,Mount Isa,52,AU,1604776179,13,-20.73,139.5,77.0,13.87
388,Alice Springs,0,AU,1604776179,20,-23.7,133.88,62.6,5.82
389,Mahibadhoo,99,MV,1604776179,75,3.78,72.97,83.97,10.49
390,Kropotkin,94,RU,1604776180,52,45.44,40.58,53.01,14.67
391,Örnsköldsvik,100,SE,1604776180,74,63.29,18.72,37.4,8.05
392,Newport,38,GB,1604776180,92,51.59,-3.0,53.01,1.01
393,Mugur-Aksy,0,RU,1604776180,89,50.35,90.5,24.06,4.52
394,Tolmezzo,0,IT,1604776180,69,46.41,13.02,52.0,4.0
395,Mae Sai,0,TH,1604776180,94,20.43,99.88,71.01,4.7
396,Taiyuan,0,CN,1604776180,48,37.87,112.56,32.0,2.24
397,Pasni,0,PK,1604776180,61,25.26,63.47,73.94,4.54
398,Comodoro Rivadavia,0,AR,1604776180,45,-45.87,-67.5,66.2,14.99
399,Kununurra,5,AU,1604776172,83,-15.77,128.73,73.4,2.24
400,Shelbyville,45,US,1604776181,57,35.48,-86.46,77.0,8.05
401,Prado,2,BR,1604776181,76,-17.34,-39.22,79.63,8.19
402,Yemanzhelinsk,40,RU,1604776181,95,54.75,61.32,37.4,4.47
403,Sola,90,VU,1604776181,83,-13.88,167.55,82.4,5.82
404,Fallon,75,US,1604776181,64,39.47,-118.78,43.0,4.7
405,Buraidah,40,SA,1604776182,88,26.33,43.98,69.8,11.41
406,Erenhot,0,CN,1604775910,80,43.65,111.98,27.79,6.17
407,Klaksvík,67,FO,1604776182,86,62.23,-6.59,39.2,8.08
408,Lárdos,0,GR,1604776182,60,36.09,28.02,68.0,3.36
409,San Roque,20,ES,1604776182,72,36.21,-5.38,66.2,2.24
410,Beyneu,7,KZ,1604776110,72,45.32,55.2,42.49,12.39
411,Chunoyar,100,RU,1604776182,94,57.45,97.32,35.98,6.06
412,Sousse,0,TN,1604776182,77,35.83,10.64,69.01,8.05
413,Hofn,99,IS,1604776183,79,64.25,-15.21,41.31,10.98
414,Alta Floresta,40,BR,1604776183,52,-9.88,-56.09,91.4,4.7
415,Esperance,40,AU,1604776183,100,-33.87,121.9,55.4,6.93
416,Marystown,41,CA,1604776183,100,47.17,-55.15,48.0,13.0
417,Smidovich,0,RU,1604776183,93,48.6,133.82,27.0,4.16
418,North Bend,90,US,1604776183,93,43.41,-124.22,48.2,3.36
419,Tabou,81,CI,1604776183,84,4.42,-7.35,79.23,5.59
420,College,90,US,1604775924,85,64.86,-147.8,27.0,4.7
421,Gardez,52,AF,1604776184,60,33.6,69.23,37.96,0.47
422,Jaumave,20,MX,1604776184,50,23.42,-99.38,82.0,3.36
423,Ariquemes,75,BR,1604776184,38,-9.91,-63.04,95.49,3.49
424,Powell River,5,CA,1604776184,75,49.85,-124.54,44.6,8.05
425,Nortelândia,32,BR,1604776184,32,-14.45,-56.8,96.8,3.94
426,Amuntai,100,ID,1604776184,93,-2.42,115.25,74.5,1.74
427,Lázaro Cárdenas,100,MX,1604776184,65,17.96,-102.2,84.87,7.25
428,Agadez,0,NE,1604776185,27,19.75,10.25,70.92,7.45
429,Pingliang,92,CN,1604776185,59,35.54,106.69,41.0,2.04
430,Sinnai,0,IT,1604776185,77,39.3,9.2,64.99,8.05
431,Koungou,0,YT,1604776185,83,-12.73,45.2,78.8,4.7
432,Spirit River,100,CA,1604776185,72,55.78,-118.84,17.6,9.17
433,Bengkulu,100,ID,1604776077,87,-3.8,102.27,76.66,4.79
434,Guánica,100,PR,1604776185,64,17.97,-66.91,88.0,4.0
435,Bathsheba,40,BB,1604776186,74,13.22,-59.52,86.0,17.22
436,Viedma,4,AR,1604776073,37,-40.81,-63.0,75.99,1.99
437,Maţāy,13,EG,1604776186,49,28.42,30.78,66.76,7.11
438,Bad Münstereifel,84,DE,1604776186,90,50.55,6.77,45.0,4.9
439,Broken Hill,0,AU,1604776069,33,-31.95,141.43,59.0,11.41
440,Gemeente Venray,0,NL,1604776067,93,51.52,5.97,50.0,1.12
441,Panalingaan,100,PH,1604776186,76,8.78,117.42,79.41,3.96
442,Najrān,0,SA,1604776186,23,17.49,44.13,73.4,4.7
443,Hervey Bay,5,AU,1604776186,70,-25.3,152.85,69.01,1.01
444,Eldorado,0,BR,1604776187,24,-23.79,-54.28,93.99,5.61
445,Broome,1,US,1604776187,45,42.25,-75.83,70.0,5.82
446,Harper,99,LR,1604776187,83,4.38,-7.72,79.66,5.73
447,Coquimbo,40,CL,1604776187,63,-29.95,-71.34,64.4,11.41
448,Russell,90,US,1604776187,88,32.35,-85.2,70.0,4.7
449,Belaya Gora,100,RU,1604776187,92,68.53,146.42,-2.72,3.91
450,Sémbé,28,CG,1604776187,91,1.65,14.58,71.98,0.67
451,Bayir,0,TR,1604776187,34,37.27,28.22,66.2,3.36
452,Praia,0,CV,1604776173,55,14.92,-23.51,86.0,10.29
453,Rio Claro,0,BR,1604776188,20,-22.41,-47.56,95.0,12.75
454,Zhigansk,72,RU,1604776188,88,66.77,123.37,-15.92,5.35
455,Vila Velha,20,BR,1604776188,78,-20.33,-40.29,78.8,10.29
456,Mackenzie,1,CA,1604776188,73,55.3,-123.17,24.8,3.36
457,Selfoss,100,IS,1604776188,96,63.93,-21.0,37.99,5.99
458,Naifaru,100,MV,1604776189,78,5.44,73.37,81.18,7.07
459,Trelew,100,AR,1604776189,26,-43.25,-65.31,74.77,22.88
460,Fort Nelson,75,CA,1604776189,84,58.81,-122.7,5.0,5.08
461,Koster,0,ZA,1604776189,28,-25.86,26.9,75.07,2.06
462,Kushima,100,JP,1604776189,88,31.46,131.23,64.0,11.01
463,Mednogorskiy,28,RU,1604776166,79,43.92,41.18,38.91,2.42
464,Aklavik,75,CA,1604776189,63,68.22,-135.01,28.4,6.93
465,Yabrūd,40,SY,1604776189,77,33.97,36.66,59.0,11.41
466,Havre-St-Pierre,1,CA,1604776189,47,50.23,-63.6,35.6,11.41
467,Kandara,0,IN,1604776190,22,25.72,73.28,73.63,7.78
468,Saint-François,0,FR,1604775911,63,46.42,3.91,60.8,4.7
469,Coari,83,BR,1604776190,52,-4.08,-63.14,91.67,0.85
470,Deputatsky,95,RU,1604776190,91,69.3,139.9,-6.43,3.02
471,Presidencia Roque Sáenz Peña,20,AR,1604776190,21,-26.79,-60.44,95.61,5.21
472,Mitsamiouli,98,KM,1604776190,73,-11.38,43.28,80.33,8.77
473,Alaca,0,TR,1604776190,70,40.17,34.84,43.74,6.71
474,Luzhou,0,CN,1604776191,73,28.87,105.44,60.78,1.74
475,Maragogi,28,BR,1604776191,78,-9.01,-35.22,80.22,13.82
476,Jonesboro,1,US,1604776039,50,35.84,-90.7,75.99,9.17
477,Zeya,92,RU,1604776191,85,53.75,127.27,16.3,6.6
478,Zhigalovo,100,RU,1604776191,95,54.81,105.16,19.87,2.75
479,Øksfjord,75,NO,1604776191,80,70.24,22.35,36.0,23.04
480,Honningsvåg,90,NO,1604776191,80,70.98,25.97,39.2,31.09
481,Richards Bay,0,ZA,1604776085,92,-28.78,32.04,71.02,4.99
482,Hay River,77,CA,1604776191,84,60.82,-115.8,-2.2,4.7
483,Boffa,6,GN,1604776192,86,10.17,-14.03,80.82,5.77
484,Caceres,0,ES,1604776192,77,39.52,-6.37,59.0,5.21
485,Piranshahr,0,IR,1604776192,73,36.7,45.14,47.64,2.33
486,Oranjemund,40,NA,1604776192,85,-28.55,16.43,63.48,3.31
487,Doha,0,QA,1604776192,65,25.29,51.53,84.0,4.7
488,Bikaner,0,IN,1604776192,23,28.02,73.3,70.59,3.58
489,Pangai,40,TO,1604776192,73,-19.8,-174.35,75.2,6.93
490,Avinurme,100,EE,1604776192,98,58.98,26.86,48.0,11.99
491,Samarai,1,PG,1604776192,83,-10.62,150.67,80.89,8.55
492,Talnakh,75,RU,1604776193,92,69.49,88.4,17.6,11.18
493,Ndélé,5,CF,1604776193,62,8.41,20.65,77.5,1.41
494,Ust'-Uda,100,RU,1604776193,98,54.17,103.03,23.68,4.38
495,Muzhi,100,RU,1604776193,99,65.37,64.67,29.28,1.3
496,Evora,40,PT,1604776193,77,38.57,-7.9,62.6,9.17
497,Tambovka,75,RU,1604776193,100,50.1,128.05,23.0,6.71
498,Krasnosel'kup,100,RU,1604776193,99,65.7,82.47,33.94,7.56
499,Jalu,0,LY,1604776193,54,29.03,21.55,66.69,14.16
500,Tizimín,6,MX,1604776193,80,21.15,-88.15,82.51,7.96
501,Starchiojd,5,RO,1604776194,87,45.32,26.18,42.8,3.36
502,Kānke,0,IN,1604775967,72,23.43,85.32,60.8,5.19
503,Krasnovka,24,RU,1604776194,83,48.82,40.09,44.6,11.54
504,Vostok,100,RU,1604776194,99,46.49,135.88,22.23,2.06
505,Batemans Bay,0,AU,1604776194,81,-35.72,150.18,48.99,1.01
506,Houma,90,US,1604776194,78,29.6,-90.72,75.0,12.75
507,Teluk Nibung,100,ID,1604776194,90,3.0,99.82,77.41,3.06
508,Kaihua,55,CN,1604776194,86,23.37,104.28,53.73,4.16
509,Tsabong,0,BW,1604776195,18,-26.02,22.4,86.2,4.56
510,Tiznit Province,0,MA,1604776082,67,29.58,-9.5,64.42,3.67
511,Caher,100,IE,1604776195,93,52.38,-7.92,54.0,9.48
512,Danville,1,US,1604775980,49,36.59,-79.39,75.99,3.36
513,Calvillo,5,MX,1604776195,26,21.85,-102.72,71.6,4.7
514,Tessalit,100,ML,1604776195,17,20.2,1.01,78.57,11.5
515,Khovd,54,MN,1604776195,89,48.01,91.64,27.99,0.47
516,Humaitá,45,BR,1604776196,37,-7.51,-63.02,97.77,3.85
517,Yertsevo,100,RU,1604776196,89,60.8,40.09,41.56,12.17
518,Ossora,99,RU,1604776196,89,59.24,163.07,27.81,5.99
519,Lakes Entrance,0,AU,1604775997,93,-37.88,147.98,44.01,5.17
520,Maniitsoq,100,GL,1604776196,87,65.42,-52.9,22.03,15.1
521,Pyapon,21,MM,1604776196,89,16.28,95.68,75.83,6.02
522,Kulhudhuffushi,100,MV,1604776196,76,6.62,73.07,83.7,14.45
523,Garden City,40,US,1604775951,37,42.33,-83.33,72.0,12.75
524,Pisco,90,PE,1604776082,82,-13.7,-76.22,64.99,8.05
525,Letpadan,0,MM,1604776197,94,17.78,95.75,73.85,6.91
526,Nantucket,1,US,1604776139,63,41.28,-70.1,66.2,10.29
527,Urk,0,NL,1604776197,87,52.66,5.6,48.99,6.64
528,Banff,100,CA,1604776197,79,51.18,-115.57,28.4,2.24
529,Vung Tau,98,VN,1604776197,85,10.35,107.08,79.23,11.7
530,Ozernovskiy,92,RU,1604776197,80,51.5,156.52,35.2,1.72
531,Salinópolis,26,BR,1604776098,69,-0.61,-47.36,85.06,16.37
532,Iskateley,100,RU,1604776198,99,67.68,53.15,29.88,5.21
533,Margate,22,GB,1604776155,90,51.38,1.39,54.0,1.01
534,San Joaquin,90,US,1604776198,66,37.93,-121.3,55.99,12.75
535,Sechura,67,PE,1604776198,58,-5.56,-80.82,73.44,18.32
536,Shenjiamen,76,CN,1604776198,62,29.96,122.3,65.03,11.48
537,Langarūd,75,IR,1604776198,88,37.2,50.15,66.2,4.7
538,Oxapampa,56,PE,1604776198,54,-10.58,-75.4,73.08,4.05
539,Dalby,40,AU,1604776198,74,-27.18,151.27,64.0,1.99
540,Diego de Almagro,0,CL,1604776199,19,-26.37,-70.05,81.23,14.07
541,Mwene-Ditu,100,CD,1604776199,96,-7.0,23.45,68.59,3.44
542,Port Augusta,0,AU,1604776199,87,-32.5,137.77,50.0,4.7
543,Fes,75,MA,1604776199,59,34.04,-5.0,66.2,3.36
544,Goderich,100,CA,1604776199,59,43.75,-81.72,60.8,16.11
545,Altagracia de Orituco,91,VE,1604776199,74,9.86,-66.38,83.59,3.51
546,Nisibis,0,TR,1604776199,82,37.08,41.22,59.0,9.17
547,Matagami,1,CA,1604776200,74,49.75,-77.63,37.4,4.7
548,Mitzic,100,GA,1604776200,97,0.78,11.55,71.15,1.92
549,Hamilton,1,US,1604775931,37,39.18,-84.53,73.99,5.82
550,Pamplona,20,ES,1604776132,93,42.82,-1.64,55.4,3.36
551,Hailey,40,US,1604776200,43,43.52,-114.32,54.0,4.7
552,Cabedelo,40,BR,1604776200,70,-6.98,-34.83,84.2,18.34
553,Porangatu,100,BR,1604776201,51,-13.44,-49.15,86.54,2.04
554,Price,90,US,1604776201,71,39.6,-110.81,51.8,19.46
555,Sal Rei,0,CV,1604776201,65,16.18,-22.92,82.4,14.99
556,Tra Vinh,100,VN,1604776201,88,9.93,106.35,77.04,6.55
557,Lima,90,PE,1604776168,68,-12.04,-77.03,68.0,11.41
558,Mount Gambier,0,AU,1604776202,93,-37.83,140.77,41.0,6.93
559,Acapulco de Juárez,5,MX,1604776068,70,16.86,-99.89,86.0,3.36
560,Berlevåg,90,NO,1604776202,80,70.86,29.09,39.2,31.09
561,Hūn,1,LY,1604776202,67,29.13,15.95,62.55,9.01
562,Aksay,20,RU,1604776202,87,47.26,39.87,46.4,8.95
